Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
深蓝越过自由的高墙，去永恒的爱和欲望祝星你背对着山河一步步走向我，你脚踏着山河一步步走近我两个女朋友你写的日记告诉了我，你还讨厌她，我们一起看文艺片你还记得吗？她说她是同性恋女孩LE超话le,0,0,0,0
看完了《怪物》，不要说在大陆上映，电影节都难。因为大陆既没有同性恋，也没有“早恋”。凑去依里家，依里说现在我病已经好了。依里爸爸说，奶奶家附近有一个你喜欢的女孩，对吗？这段明示他们口中的“猪脑”就是同性恋。两个小孩的感情是主线，删减的话要删没了。,1,1,1,0
最近真的觉得好烦，身边的朋友都有男朋友了，但是自己已经母单二十一年了。其实不知道自己的性取向，好像是双，但我越来越发现，现在好像只对女生感兴趣了，甚至有跟同性一起生活的想法。但是在我家这样的小县城里，我觉得同性恋是不被赞许的，可我对普通的婚姻生活是不向往的。而且自己想要经济独立（虽然现在才大三），过自己想过的生活，又怕父母催婚，但自己是独生女，应该不会被催婚。到底该不该坚守自己，跟同性在一起呢？,1,0,1,0
其实我们一粟子宝宝是一个特别特别好的小女孩只是不幸生在了一个同性恋家庭,0,1,1,1
牛腱子江海林确诊同性恋,0,1,0,0
一切的一切我都能原谅，哪怕是拖把，唯有o杠杠杠bkk和呼啦圈这两对同性恋会让我不管几岁都呕吐,1,1,1,0
宋亚轩这么萌不管是同性恋还是异性恋看见他都会忍不住想亲他一口,0,0,1,0
敬没有绝对正确的真理，敬有绝对自由的选择，敬不随波逐流的自我，敬情感信仰和骚动，敬一切禁忌，敬佛陀，敬同性恋，敬任何性恋，敬智人，敬布兰诗歌，敬冷漠，敬信息论，敬共情，敬狂喜，敬marihuana，敬sodomy，敬SM，敬搅拌冰茶的声音。,0,0,1,0
我现在严重怀疑我祖上有同性恋基因,0,1,1,0
xxj不管你是异性恋同性恋双性恋无性恋都可以和小兔日记恋一下呀入股不亏呀,0,0,0,0
今天看电影最振聋发聩的一句台词写诗，画画？你以后只会变成同性恋，就和所有的诗人、画家一样！！,1,1,1,0
我是同性恋超话深柜是指LGBT不敢出柜。TA们或许还处于性别认同的迷茫中；TA们或许曾经遭遇过霸凌，心中还留有伤痕；TA们或许缺少支持与勇气；人人渴望真实，却又不得不面对周遭环境；深柜是一种选择，许多时候它给我们安全感；深柜是一种选择，它往往又带给我们新的麻烦。朋友，无论你是已经出柜，还是深柜，或是介于二者之间，我们都邀请你来写下故事或是想说的话。你可以写给“深柜的自己”或是“曾经深柜的自己”，也可以写给身边深柜的朋友，这些话可以是给自己嘉许，也可以是给朋友一些勇气和支持，也可以表达对深柜朋友观点的不认同，都可以在留言区写下来，相信它会疗愈到一些类似经历的伙伴。,0,0,0,0
同性恋异性恋都很贱唯有自恋长存,1,1,1,1
调理一下我的同性恋,1,1,0,1
猎人游戏W超话靠，这结局，编剧你上一集承认自己是同性恋，这一集承认自己是双是吧？恶心因为爱才生下来孩子，现在要追求真爱出轨是吧？恶心的情节都让你占尽了，而且还把人身份安排成中国人，尼玛很难不怀疑编剧是故意的,1,1,1,0
新的一年绝对不要当测没了要开始阳光向上起来，同性恋什么的也喝中药调理了吧，今年也要打断中华男儿的脊梁骨呀,1,1,1,0
有病吧，我就说了句谭是同性恋，还花胖猫钱，怎么就上升到个人攻击了，我也没说胖猫姐对啊，离谱吧，微博是不是真的好多捞女啊，能不能不要以小人之心度君子之腹。,0,1,1,0
并排躺十二小时四舍五入不就是结婚了松岛大美北欧男同同性恋生活西化,0,0,1,0
同性恋我是同性恋有木有20岁的男同仅聊天,0,0,0,0
同性恋之间的互相吸引,0,0,0,0
我今天好好想了一下恋爱脑。我觉得把任何一个人说成恋爱脑犹如说你就是个纯同性恋或者纯犯罪分子一样格外不靠谱。Lgbt是需要叠buff的。犯罪者也需要叠buff。谁还没点这些配置，咱们或多或少都有点。反之，恋爱脑也是这样。Buff叠的越高，越恋爱脑。而且还有反恋爱脑buff。恋爱脑buff与反恋爱脑buff出现在同一个人的盘子里可太正常了。。星盘，很有趣,0,1,1,0
首先我的生理性别是男的，但是我有性别认知障碍，我认为自己是个女的，但是我是个同性恋，所以我喜欢女的,0,0,0,0
庆幸自己认识的同性恋和独立人多，目前没有他们结了婚没人陪我玩的苦难,0,0,0,0
这就是我最爱的笃比双向暗恋奔赴现场live短短四页看了半小时因为太幸福了所以今晚不用睡了你们笃比不要毕业了就一直在大学里当好模范同性恋学长吧,0,0,1,0
知道你们是同性恋了,0,0,0,0
推文超话想找一个文。其中一个因为同性恋被妈妈送到了国外的戒同医院那种地方，然后每天都会有人举着另一个主角的照片给他看，只要是有一点心动或者愉悦的迹象就会对他实行电击那种暴行，直到他见到另一主角照片时候会恶心会吐，还会给他灌输同性是恶心的这种观点。然后，后面她妈妈在医院临终前后悔了，跟他道歉，他好像也没有原谅，只是给她送终了而已，再后面回国的事我就忘了。,1,1,1,0
老公把同性恋气死了,1,1,1,0
同样是来旅游的成都很多男女大潮人同性恋重庆全是三口之家夕阳红老年团,0,0,0,0
在女权不断发展的过程中产生了不少流派，有反对婚姻的，也有认为婚姻是属于欲望和本能需求的，也有反对女同性恋的，认为其性行为是模仿父权主义，也属于对女性的压迫，至今仍在争吵不休，听得我头麻了...但在众多声音中我更偏向上野女士的观点，也许因为她我才开始慢慢了解女性主义，无论怎么样的生活方式都不会受到歧视，不被性化物化矮化，掌握自己的话语权利。祝你我都能自由,0,0,0,0
。。想说想也只戴单边耳环看起来好像同性恋，发现北极狐的二流子也是单边耳环,0,0,0,0
丈夫你别麦了超话老公，我知道你只是营业而已起床并朗读反同语录早饭后参加反同性恋活动午饭后朗读反同语录并午睡之后参加反同性恋活动傍晚给善良的同性恋熬中药助力早日康复晚饭后听反同性恋讲座发表反同活动感言回家（成韩彬你能滚吗滚啊我操啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！！！！,1,1,1,0
同性恋，一个悲伤的话题。真正的LGBT，诸多掣肘；把屎盆子往lgbt身上一扣，自己冠冕堂皇地站在干岸上，很多很多；身为异性恋为了快速结束话题说自己是同性恋，也是一种新思路。不给开窗就烧房子，最后门窗皆开，是一种思路。但大过年的，别把长辈们气背过去了,1,0,1,1
屙屎的看点不就是同性恋在倾盆大雨里拉拉扯扯互扇耳光bgm播放时间煮雨吗那些爱舞岁月静好甜甜蜜蜜小情侣的你们何必在屙屎受这个苦,1,1,1,0
说了要反男同吧不歧视同性恋但是反男同是正确的选择,1,1,1,0
【关于Gay的审美趋同】亚洲男同性恋的审美趋同，我觉得是客观事实。原因在《泰美丽：G-Men亚洲熊圈审美的“万恶之源”》这期节目里，只谈了一半，那就是这种审美的源头，由一本杂志和他代表的亚文化兴起。但另一半的确没讲，就是这种“壮熊”审美如何传播开来，逐渐成为男同中的审美金字塔顶。有听众留言问，那我就在没有字数限制的微博回一下。（补充一句，熊/狼，或具体概括为“胡子肌肉”是审美金字塔顶，是有论文支持的，见图1并不只是我的个人观察，出处见评论链接）我认为，这主要是亚洲社会环境对LGBTQ普遍不友好的结果。也是女性气质被严重压抑的结果——更直白地，“厌女”的结果。G-Men塑造的亚洲“典同”形象，既符合传统意义上较为“阳刚”的男性化特征（留胡子、体毛重、短发、肌肉发达），又能让同志群体彼此识别（爱发自拍、自拍爱抿嘴装可爱、爱听K-Pop、都有自己的Diva、白袜、相对顺直男更精致更强调生活品质）。这源于两种矛盾的心理。一方面，男同渴望“融入人群”，在没有其他男同的场合，我们只想在日常生活里做一个“常人”，不被“区别对待”。最典型例子的就是职场，男性本来是一种工作场合里的“优势性别”，不然就不会有很多企业事实上的“公司文化”：女的当男的用，男的当牲口用。但凡一个gay在外貌和谈吐上不向“公司里的其他男同事平均水准”靠拢，那可就是“出水芙蓉”，轻则“妇女之友”，重则“开除男籍”，错失无数机会。但另一方面，再压抑的环境下，gay也是要追求自己的美好人生的。毕竟我们的幸福又不靠顺直男，我们也有自己的社交圈和想取悦的人。所以，我们渴望“不一样”。至少，我们可以不带丝毫性驱动的去真诚欣赏女性生活方式的每一处精致和细腻。我们可以像女性对口红色号一样了如指掌地去识别各家香氛品牌和型号，几千块一瓶也舍得花。自然，我们也远比当下“普信”的顺直男有更多容貌焦虑和身材焦虑，不是去健身房自拍就是在去健身房的路上自拍。否则，对“圈内”无助于提升吸引力；对“圈外”无助于抵御“直男癌”的侵袭——“什么？你一个大小伙子不喝酒？不抽烟？不知道KTV怎么选公主？”“害，人家讲究着呢。和我们不一样。”“不一样”是你可以对一个gay给出的最高评价。我这样以为。所以性别越不平等、男女刻板印象越严重的环境，就越会要求一个gay成为“矛盾的超人”。他在所有需要他扮演“直男”的场合隐身，又要在可以“做自己”的场合足够的“不一样”。每一个生活在亚洲的gay，尤其是中日韩三国，内心都充满了这种矛盾。“融入人群VS我要不一样”。而一个胖子，又要承受“额外的重量”。不论男性还是女性，身材偏胖如果还不练的壮一点有可见的肌肉，能得到的好词大概也就是“可爱”、“圆润”、“富态”。不好听些，二师兄“猪”又要出来背锅了。所以“壮熊”还能是什么样呢？这是既向社会妥协，又不愿放弃自我的最佳平衡点了。一个五官端正、精于修饰自己的壮熊/肌肉胡渣男，放在健身房里直男也会来搭讪说兄弟练得不错。放在公司，看起来怎么都是“稳重可靠业务骨干”。甚至亲戚都会震惊“他怎么可能没女朋友”。乃至引起某些女性的警惕“他该不会是gay吧？”对于体型偏瘦的“野狼系”帅哥，胡渣+肌肉这种强调男性化审美的特征，也是同样的逻辑。事实上，我们也都知道，你最好的朋友不是因为外貌才是你最好的朋友。有肌肉未见的更可靠，甚至反而更容易给女学员指导动作或在淋浴间不关门捡肥皂。审美趋同，对gay自己来说，幸福指数是下降的，因为这是外部压力之下的一层内部焦虑。但，身在此山中，我们又有什么办法呢。但，但，总体来说，gay群体的“审美趋同”又让我们和同样被这个问题困扰的女性群体有了共鸣。“难姐难妹”——我们更理解彼此，更能和彼此共情。当我们在发照片前交流美图秀秀技巧的时候。当我们在小红书一起被种草的时候。当我们一起嫌弃臭男人是字面意义的“臭”夏天连香水都不用就敢坐地铁的时候。这样一想，“吾道不孤”，审美趋同也没什么大不了的呀～Gay如果真无视“男性刻板印象”做自己，把胡子刮了，头发留长，做美甲，爱怎么打扮怎么打扮，也不撸铁Nobody-shaming，现在这群喷“gay怎么长得都一样”的人，难道会改过自新给你好评点赞？不会的。怕不是“恶心”、“娘娘腔”、“好母啊”、“不男不女”、“娘娘腔”这些更难听、更古老的侮辱性标签又要贴上来。假设优秀的顺直男更多；或者不那么科幻的，社会对同性恋更宽容一些，那审美趋同的现象就会减少，多元表达会增加。一如我们在西方同婚率先合法的国家看到的那样，有各种各样的自我表达，各种各样的外貌体型，不再与性别、性向挂钩。不过考虑到某国女粉穿个婚纱或者任何人带彩虹旗去看偶像演唱会都可以被口诛笔伐，这个幻想还是放一放。亚洲比较好的例子是泰国。我在曼谷街头见过各种年龄、阶层、职业的男性，有各种程度的“女性化”装扮或言谈举止，而不被路人行注目礼。好了，你们可以夸我“IP正确”了。一个不再用“不男不女”去评判别人的社会，是较为文明和谐的社会。以刻板印象的“男女”审美标准，Gay就是“不男不女”的，这正是gay最大的魅力。恰如“北人南相/南人北相”。恰如赤道上的企鹅。恰如颜色不一样的烟火。恰如去年万圣节的上海街头。所以这是故事的另一半。亚洲“典同”审美的万恶之源如何流布甚广。为什么会有人好奇“为什么你们长得都一样”，甚至有些gay都会忍不住附和。——不跟随“趋同审美”的橄榄两头尖，要么就是“进化不全”被直男厌女文化侵袭而不自知的“土gay”；要么就是已经跨过了重重门槛，不靠外貌趋同建立自信和社会认同的真正“做自己”。我觉得审美趋同没问题，是矛盾的统一，是最佳平衡点，是目前东亚社会里gay的自我保护。至于能不能再突破一下敢于做自己，属于更高一层的修炼。至于厌女、恐同、反同的顺直男，以及“我同我也”喜欢维护顺直男价值观的“三好男同”，借用某Netflix日本电影的台词（图5-图8）做个微调：「你们真正讨厌的，并不是女人和gay，是自己、自己、自己、自己。是缺乏自信的自己。」顺便补充一点，游戏里的政治正确给我们描绘了怎样的未来，《赛博朋克2077》呈现的就是一个理想化的“身体自由主义”的社会：人类可以任意改造自己的容貌和身体，甚至是替换为无机物义体。当人和“被造物”的界限也开始模糊，人体有新的可能性的时候，因为性别性取向刻板印象而产生的种种“审美趋同”就显得，太过时了。专栏·六种颜色的彩虹专栏·泰美丽视频播客,0,0,1,0
